,Center,Left,Left Center,Right,Right Center
is_save,-0.4293487555902324,-0.4489641235898281,-0.44122661508042127,-0.37398454027954564,-0.4113197883113475
is_save,-0.4203449634223323,-0.45930137796337783,-0.43522582395860887,-0.3740664380842108,-0.4099053620414007
is_save,-0.42216062906721513,-0.47040238403854456,-0.4355724601718166,-0.37075142927095406,-0.41054905538704844
is_save,-0.42292050351036037,-0.45308187738444483,-0.43650410875612095,-0.3689714981582797,-0.41153985943043
is_save,-0.41900056811857755,-0.4626641582511762,-0.4382233355650042,-0.3721056743041694,-0.4086366848794665
is_save,-0.42294999216928836,-0.45636721871194674,-0.42411384787967454,-0.3730517382149306,-0.40300801069948416
is_save,-0.42498571887494546,-0.4483178630457159,-0.43292168870227643,-0.3734426043558235,-0.4115109790879291
is_save,-0.42109752894807634,-0.4662288309122883,-0.4277408816437193,-0.36943054985519624,-0.40711565650400144
is_save,-0.42603062328165653,-0.4601923105707489,-0.4330494040049579,-0.3757518699243493,-0.40928982067055014
is_save,-0.4250397021847683,-0.4634120946710068,-0.4331274325511736,-0.3703127462903481,-0.4082658242017105
is_save,-0.41918634275259964,-0.4532681511084843,-0.4365978522023084,-0.37575687864694624,-0.40646614378172813
is_save,-0.42399987349947615,-0.4615587495445089,-0.43569124376541485,-0.3717491412617137,-0.40818487238145335
is_save,-0.424522789841049,-0.46259913155508897,-0.4346241190463183,-0.37434181279267226,-0.40808879126724357
is_save,-0.4258946161455687,-0.4222975801059808,-0.44684030254147034,-0.3702323648816315,-0.40645748344300064
is_save,-0.421670069496978,-0.44220524559073343,-0.44032607199066615,-0.37227189370866737,-0.40618064675699617
is_save,-0.4272772213681456,-0.4660976100981894,-0.43105549511893515,-0.3707618820224094,-0.4017924321777559
is_save,-0.4229720354459684,-0.4506663547642485,-0.43267666878962885,-0.3739543728380159,-0.4126599904417268
is_save,-0.4226083502453958,-0.4568506764033449,-0.45586074856795217,-0.37463616851502646,-0.40581352092636325
is_save,-0.42157839280957754,-0.4663941905162804,-0.43632012043546603,-0.37224477800563,-0.40191597306806015
is_save,-0.4252293501963125,-0.4501214817619589,-0.43637460088289354,-0.3712956712322581,-0.40852570284863016
is_save,-0.42752193042171954,-0.4834517137811217,-0.4298667155934627,-0.37221217315278127,-0.40624719926954833
is_save,-0.42198330713344695,-0.4571816834735418,-0.43405458454114226,-0.37119354942696886,-0.4092430296135711
is_save,-0.4246661646887443,-0.4592420879225162,-0.43432114944339995,-0.3734340376061398,-0.4119508619358161
is_save,-0.4214947200638091,-0.46861391510342343,-0.42527338694584854,-0.37277304616861406,-0.40585046195305247
is_save,-0.42477032409208937,-0.46202360835253065,-0.440057031490438,-0.3716064323863623,-0.41142123774763895
