,Center,Left,Left Center,Right,Right Center
is_save,0.561853867208084,0.5343566527248842,0.5482580044728439,0.5646006331144791,0.5573724590054948
is_save,0.5588726526463159,0.5252656838068426,0.5468919247283057,0.5641690822536246,0.5550889892870573
is_save,0.5615185210000981,0.5415542793367653,0.5437791107245669,0.5640565150401139,0.5532641882302582
is_save,0.5639901852283475,0.5381979411708748,0.5462226624699134,0.5647343289266076,0.5528441797908301
is_save,0.5626582683265026,0.5283442746904312,0.5416149119621567,0.5656764426888318,0.555167144635454
is_save,0.5626022346170103,0.5391945743314208,0.5432933823708921,0.5619087126515202,0.5535148529585702
is_save,0.5602941439543581,0.5358332611767415,0.5423857052296649,0.5648540987158017,0.554288803272869
is_save,0.5615681957122203,0.5325521751846916,0.5459621249599549,0.5633193268330565,0.554050802230174
is_save,0.5619392380265846,0.5421669795663946,0.5451863769842965,0.5609545993667846,0.5562612563238565
is_save,0.5618795166369144,0.5391398939426768,0.5467370202382994,0.5653233915151403,0.5541465613474489
is_save,0.5613012557528505,0.5319839391684711,0.539437643167935,0.5640377875318954,0.5529922203487663
is_save,0.5585600249640966,0.5338559267783417,0.5426960375861449,0.5643678586248597,0.5568459484162371
is_save,0.5625824921836556,0.539775652665889,0.539332137409688,0.5602353060743268,0.5556265951217041
is_save,0.5610701183066078,0.5363960088586206,0.5371898716692041,0.5660909839252084,0.5553056102561487
is_save,0.5612823396199647,0.5376477993857404,0.5479543209591087,0.5658668120726096,0.5546327133574511
is_save,0.5597872313809046,0.5348026286467827,0.5499215401319308,0.5616724913299016,0.5561612840194594
is_save,0.5617795661116767,0.5388648533432814,0.542290610468722,0.5623119615656161,0.5543911559126222
is_save,0.5611235960755536,0.5224460392677013,0.544568768382556,0.5631157203555803,0.5573886041365095
is_save,0.5600526546656679,0.537885677382478,0.5384280087689963,0.5628612765924649,0.5508462374674524
is_save,0.5631860979747598,0.5237797804137282,0.537169106952847,0.5647628041335475,0.5562027870326501
is_save,0.5589259540563432,0.5298274154501722,0.539559315798027,0.5613192786303112,0.5565806545677816
is_save,0.5631543416154787,0.5277894812667985,0.5386597280406734,0.5617458944201748,0.5555525842284476
is_save,0.5611422920782884,0.5409695135290936,0.5393721791026271,0.5633144240014907,0.5571898953582362
is_save,0.5602412066707235,0.5242523274221731,0.5446107827709598,0.5605322949216344,0.5559146062749031
is_save,0.5629191037733613,0.5330941268206792,0.5411686117338654,0.562529587927172,0.5582892864090084
is_save,0.5595118252655307,0.5405458211123242,0.5393307908770116,0.5632567433810878,0.556508905966689
is_save,0.5591018096013098,0.5317025233387035,0.5451491821056254,0.5624017040997267,0.5545064787271266
is_save,0.5617148707979105,0.5406284558418535,0.5437038108895589,0.5622819263642601,0.5538642167593566
is_save,0.5612336018080188,0.5319334583105199,0.5471337110791402,0.5628215444512212,0.5528585120788551
is_save,0.5603388184185039,0.5360536738817783,0.5442465039548741,0.5658774483143328,0.5577162981181446
is_save,0.5596302289114514,0.537795731719273,0.545906889308812,0.5616656359066673,0.5523300667534443
is_save,0.5619945866875444,0.5315928103864855,0.5425898402048948,0.5648157950188791,0.5557523852157606
is_save,0.5604629195521735,0.5225229715111528,0.5451394644439342,0.5614949313435171,0.552989767558676
is_save,0.5610295420760301,0.5332040343389995,0.5418443249267293,0.563392802179203,0.5556144550822135
is_save,0.55990128663987,0.5337200397106794,0.5414586454649648,0.5626400829158802,0.554138422882443
is_save,0.561401339072656,0.5311285050404494,0.541252222055072,0.5634330992843123,0.5539023591527047
is_save,0.5619094990274702,0.5359827595212786,0.5413310567439975,0.5644359079342114,0.5558708272715044
is_save,0.5610044431459564,0.5277416031039974,0.5438332954742016,0.5616728995518617,0.5567083376716666
is_save,0.5602246295150723,0.5320603874335039,0.5428873623581807,0.5621519750061266,0.5543117874472979
is_save,0.5625963207774797,0.5395142277104464,0.5409530290316535,0.5630344634717626,0.5541670802478827
is_save,0.5618310715961012,0.5393073642866357,0.5405779456424977,0.5655004649769206,0.5547185256288213
is_save,0.5615844412673033,0.5368109670723848,0.5438997218458145,0.5637919499806124,0.5565351548180552
is_save,0.5619701991283591,0.5313118276285174,0.542196903209629,0.5601654156845236,0.5562363164800814
is_save,0.5617028101320489,0.5413924846274223,0.5388016542297361,0.5626012777596346,0.5568608957046778
is_save,0.5614161051238241,0.540866470296282,0.5471313225494985,0.563828927028355,0.5565793147429281
is_save,0.5620613110978817,0.5406785135842066,0.5417564365298057,0.5656707781700911,0.5558546076905284
is_save,0.5591467522978087,0.5365619944214703,0.5447918248770219,0.5659331905973763,0.5536659991438542
is_save,0.5609925712322759,0.5350492434030896,0.5436699437033439,0.5658644584210555,0.5603594203782422
is_save,0.5619740524248834,0.5346584305786724,0.5422812168799045,0.5650223702416322,0.5553408981121397
is_save,0.5627322823566989,0.5286863608885431,0.5445923010906206,0.5619735696372922,0.5549679197359119
is_save,0.5614940273571376,0.5320051157557945,0.5462888016489722,0.5635450647826681,0.5572667110360225
is_save,0.5605564007586175,0.5308856024876595,0.5400412837984025,0.5644505485653033,0.5565753570238493
is_save,0.5634892231373165,0.5351330406002829,0.541191680945571,0.563388830055366,0.5530713048753636
is_save,0.5616241585332651,0.5358879412029575,0.5453805894206567,0.5636577635309923,0.5556373857726378
is_save,0.5610415074239536,0.5385317465033487,0.5433696914361608,0.5653989034693302,0.556833309505419
is_save,0.5611945470985973,0.5339342142377185,0.5421095095330417,0.5648377871257688,0.5554087150164738
is_save,0.5628348936761163,0.5360308685932313,0.538385175625308,0.5616374889391503,0.5567423586065147
is_save,0.5613062599987623,0.5359515116396665,0.5410000860681068,0.5637293602937066,0.5546085270470833
is_save,0.5633103758923893,0.5338377381329175,0.5387194373028208,0.5657584474721983,0.5583780587475256
is_save,0.5622583059904482,0.5319641593525415,0.5444325215114151,0.5633029384289354,0.5552526690502804
is_save,0.5624977154128025,0.5305092443331659,0.5405627376650534,0.5603058094830203,0.5574512448475393
is_save,0.5618113200111097,0.5253255357783052,0.5407606455010041,0.5615977175221829,0.554791404433327
is_save,0.5613714035504087,0.5282979374453619,0.5427466120342866,0.5644318404956405,0.5547620604204442
is_save,0.5647399248301155,0.524810758235717,0.5439269535755671,0.565411011702605,0.5536532858916399
is_save,0.5608712124510021,0.5335028894618181,0.5394908072157253,0.5649925273502523,0.5545960361058218
is_save,0.5606528111153211,0.5333503857668376,0.534802984278941,0.5646555187435294,0.5528121698551379
is_save,0.5625811587784073,0.5234626376686785,0.5444642683695694,0.5625673181232204,0.5553870792364412
is_save,0.5613794295962728,0.5350213156360629,0.5409673071774654,0.5647308292244877,0.5545170202600032
is_save,0.5603600893872546,0.5269518686924698,0.5407305433207138,0.5606451799891986,0.5556603332948995
is_save,0.5609679115877688,0.5319912262416504,0.5429854533509109,0.5605127724564867,0.5517877420388677
is_save,0.562095198559259,0.531776549190834,0.5435082122455396,0.5621400463485877,0.5595911103151369
is_save,0.5606630266515313,0.5234375753693387,0.5390492681379202,0.5647160688472732,0.5517774632325267
is_save,0.5639744466150156,0.527728014716794,0.5436982168299216,0.5609953390721083,0.5557064114056977
is_save,0.5619553996803462,0.5309955137146536,0.5403090608509823,0.5623642067822027,0.5558907970132954
is_save,0.5625011803093425,0.5271917332316411,0.5397333991752407,0.5621669957382031,0.5539917208082301
is_save,0.5635302102300976,0.5251039874852529,0.5419324305921607,0.5643061722532656,0.5577637161948275
is_save,0.5618788673665747,0.5367485278385442,0.5429883824075994,0.5615895627568451,0.55381587455285
is_save,0.5610807064705942,0.5384213852656066,0.5457521810248677,0.5600815781281006,0.5540444722764913
is_save,0.5608786862998972,0.5304335794262729,0.5404264565033735,0.5643471517799404,0.5595148544798509
is_save,0.563892863507364,0.531838908820955,0.5415078829882543,0.5653742639183722,0.5553679986428449
is_save,0.5602816813310352,0.5269893338819258,0.5397737256484554,0.5638066960880016,0.5552737986420733
is_save,0.5618977340293229,0.5382167494237272,0.5397515104443039,0.5619481438545538,0.5541661625850343
is_save,0.5627551089949165,0.5347617625171704,0.5461937080287596,0.5619480948487274,0.555861887632043
is_save,0.5625962327937057,0.5350588313162787,0.5474169466562534,0.5643994305881733,0.559782396909762
is_save,0.5613928901374335,0.5414033725681902,0.5425524623301002,0.5625123009618261,0.5554325080227441
is_save,0.5626423929520704,0.5253169561099608,0.5413044630086257,0.5632784643863409,0.5558891988428691
is_save,0.562036319963273,0.5375076198446519,0.5407549636846524,0.5632394174808238,0.5543513187686807
is_save,0.5616615419538786,0.5388197709844773,0.5430220681271045,0.5641885215383599,0.5539689060035056
is_save,0.5629238751379573,0.528235134848202,0.548573679167482,0.5623568164687971,0.5564347179764719
is_save,0.5612832329156339,0.5288169097957335,0.5398104980269641,0.5623662817263072,0.5522562230348329
is_save,0.56295761996829,0.5321701452145791,0.5391775139617017,0.5643888266212063,0.557021523343995
is_save,0.5612485205550809,0.5225300690523325,0.5362202903004754,0.563393202974777,0.5509848215781709
is_save,0.5626682359915716,0.5365733966139645,0.5380915730648989,0.5642668158907732,0.5531782699972623
is_save,0.5622325133348881,0.5350469626201448,0.5392565358091206,0.5602634454519101,0.5539342388215484
is_save,0.5606526581330387,0.5323334396078471,0.5447397484436229,0.5629619896969977,0.5563792316737579
is_save,0.5618906764320588,0.5361523189389843,0.5445526726707288,0.5647035421425572,0.5542308867946117
is_save,0.562826258089604,0.5338349284576924,0.5409815416249345,0.5628857271694039,0.5526757022712934
is_save,0.5620630042131248,0.5282278880337304,0.5447037358616104,0.56235250010847,0.5563624518288811
is_save,0.5625806453212294,0.5335531652905094,0.5474913305055583,0.5646124537631162,0.5548352280854664
is_save,0.5619171182566323,0.5290503192029092,0.546376005895914,0.5630685268819635,0.5591860319215667
